0.344827586;0.181818182;0.333333333;0.333333333;0;0.025102545;0;0;1;0.612903226;0.833333333;0.026115702;0.02;-0.001148106;0;0;0
0.379310345;1;0.333333333;0.666666667;0;0.067272574;1;1;1;0.35483871;0.416666667;0.072727273;0.02;0.389207807;0.16;0.666666667;0
0.402298851;0.272727273;0.666666667;1;0;0.01896387;1;0;1;0.516129032;0.333333333;0.061157025;0.02;0.378874856;0.04;0.666666667;0
0.344827586;0.272727273;0.333333333;1;0;0.020733832;1;1;0;0.096774194;0.5;0.065785124;0.08;-0.001148106;0;0;0
0.67816092;0.636363636;0.333333333;0.666666667;0;0;1;0;0;0.161290323;0.416666667;0.074710744;0.02;-0.001148106;0;0;0
0.402298851;0.272727273;0.666666667;1;0;0.010493342;0;0;1;0.741935484;0.166666667;0.04661157;0.04;0.20206659;0.12;0.666666667;0
0.413793103;0.727272727;0.333333333;1;0;0.004312525;1;0;1;0.451612903;0.416666667;0.112727273;0.02;0.378874856;0.08;0.333333333;0
0.448275862;0.909090909;0.333333333;0.666666667;0;0.002064955;1;0;1;0.193548387;0.416666667;0.049917355;0.04;-0.001148106;0;0;0
0.471264368;0.454545455;0.333333333;1;0;0.003104456;1;0;0;0.451612903;0.416666667;0.018842975;0.04;-0.001148106;0;0;0
0.494252874;1;0.333333333;0.333333333;0;-0.001236163;1;1;1;0.548387097;0.333333333;0.103471074;0.02;0.168771527;0.08;0.666666667;0
0.448275862;1;0.333333333;0.666666667;0;0.131679497;1;0;0;0.64516129;0.416666667;0.090247934;0.02;-0.001148106;0;0;0
0.494252874;0.090909091;0.333333333;0.666666667;0;0.00370849;1;0;1;0.548387097;0.333333333;0.037355372;0.04;-0.001148106;0;0;0
0.413793103;0.909090909;0.333333333;1;0;0.015578468;0;0;1;0.419354839;0.666666667;0.108429752;0.04;-0.001148106;0;0;0
0.229885057;0.545454545;0.666666667;0.666666667;0;0.00705175;0;0;1;0.967741935;0.333333333;0.086280992;0.02;-0.001148106;0;0;1
0.356321839;0.636363636;0.333333333;0.666666667;0;0.005057032;1;1;1;0.935483871;0.083333333;0.029421488;0.02;0.276693456;0.04;0.666666667;0
0.459770115;0.272727273;0.333333333;1;0;0.002725178;0;1;1;0.935483871;0.666666667;0.062479339;0.04;-0.001148106;0;0;0
0.643678161;0.909090909;0.333333333;0.666666667;0;0.057214699;0;0;1;0.870967742;0.666666667;0.079008264;0.1;-0.001148106;0;0;0
0.425287356;0.090909091;0.666666667;1;0;0.03254762;1;0;1;0.64516129;0.333333333;0.03768595;0.02;0.174512055;0.08;0.666666667;0
0.287356322;0.636363636;0.666666667;0.333333333;0;-0.003104456;1;0;0;0.741935484;0.416666667;0.082644628;0.02;-0.001148106;0;0;0
0.356321839;1;0.333333333;0.666666667;0;0.001854245;0;0;1;0.225806452;0.583333333;0.04892562;0.02;0.174512055;0.04;0.333333333;0
0.436781609;0.272727273;1;0;0;0;1;0;1;0.580645161;0.916666667;0.031735537;0.04;-0.001148106;0;0;0
0.482758621;0.272727273;1;1;0;0.000224757;0;0;1;0.612903226;0.916666667;0.046280992;0.06;-0.001148106;0;0;0
0.505747126;1;0.666666667;0.666666667;0;0.001489015;0;0;0;0.387096774;0.5;0.036033058;0.04;-0.001148106;0;0;0
0.505747126;0.454545455;0.333333333;0.666666667;0;0.0013064;0;0;1;0.225806452;0.583333333;0.041322314;0.04;-0.001148106;0;0;0
0.298850575;0.363636364;0.333333333;1;0;0.00762769;0;0;1;0.967741935;0.083333333;0.055867769;0.06;-0.001148106;0;0;0
0.471264368;0.272727273;0.333333333;1;0;0.082640333;0;0;1;0.64516129;0.916666667;0.060165289;0.04;-0.001148106;0;0;0
0.632183908;0.636363636;0.333333333;0.333333333;0;0.008807664;1;0;0;0.161290323;0.416666667;0.081652893;0.02;-0.001148106;0;0;0
0.770114943;0.818181818;0.333333333;0;0;0.009776929;0;0;0.5;0.548387097;0.666666667;0.039338843;0.02;0.120551091;0.08;0.666666667;0
0.643678161;0.727272727;0.333333333;0.666666667;0;0.011013092;0;1;1;0.967741935;0.583333333;0.049256198;0.04;-0.001148106;0;0;0
0.609195402;0.090909091;0.333333333;0.666666667;0;0.001474968;0;1;1;0.677419355;0.666666667;0.02446281;0.04;-0.001148106;0;0;0
0.781609195;0.818181818;1;0.666666667;0;0.058844187;0;0;0.5;0.451612903;0.583333333;0.296528926;0.04;-0.001148106;0;0;1
0.356321839;0.909090909;0.333333333;0.666666667;0;0.00240209;0;0;1;0.870967742;0.666666667;0.02677686;0.06;-0.001148106;0;0;0
0.67816092;0.272727273;0.333333333;0.666666667;0;0.000589987;0;0;1;0.677419355;0.916666667;0.01322314;0.02;-0.001148106;0;0;0
0.367816092;0.272727273;0.666666667;1;0;0.035623982;1;0;1;0.838709677;0.666666667;0.316694215;0.12;-0.001148106;0;0;1
0.563218391;0.909090909;0.333333333;1;0;0.01734843;0;0;1;0.419354839;0.666666667;0.117024793;0.06;-0.001148106;0;0;1
0.482758621;0.090909091;1;0.666666667;0;0.025439681;1;0;0;0.451612903;0.416666667;0.049586777;0.02;-0.001148106;0;0;0
0.896551724;0.818181818;1;0.333333333;0;0.003216834;0;0;0.5;0.709677419;0.833333333;0.032066116;0.02;-0.001148106;0;0;1
0.367816092;0.636363636;0.333333333;0.666666667;0;0.029344833;1;0;1;0.451612903;0.916666667;0.043636364;0.02;-0.001148106;0;0;1
0.379310345;0.272727273;0.333333333;0.666666667;0;0.05527617;1;0;1;0.193548387;0.416666667;0.252892562;0.02;0.392652124;0.08;0.666666667;1
0.264367816;1;0.666666667;1;0;0.005099174;1;0;0;0.967741935;0.416666667;0.005289256;0.36;-0.001148106;0;0;0
0.436781609;0.272727273;0.666666667;1;0;0.168160364;1;0;0;0.548387097;0.916666667;0.201322314;0.04;0.115958668;0.12;0.666666667;0
0.413793103;0.272727273;0.666666667;1;0;0.007768163;0;0;1;0.35483871;0.666666667;0.035041322;0.04;-0.001148106;0;0;0
